country,year,region,co2,coal_co2,gas_co2,oil_co2,co2_per_capita,gdp,gdp_per_capita,temperature_change_from_co2
United Kingdom,2001,Europe,0.577971,153.534,210.16,198.651,9.749,1939268304896.0,32709.236228554822,0.031
United Kingdom,2002,Europe,0.560273,141.691,207.03,196.13,9.41,1983994265600.0,33321.613053564666,0.031
United Kingdom,2003,Europe,0.571619,153.103,208.462,194.397,9.556,2050625372160.0,34279.70870063775,0.031
United Kingdom,2004,Europe,0.57343,147.662,211.734,197.952,9.53,2099526631424.0,34893.267202619565,0.032
United Kingdom,2005,Europe,0.570338,148.033,205.438,200.448,9.412,2161729470464.0,35674.394640395054,0.032
United Kingdom,2006,Europe,0.567846,160.844,194.126,197.183,9.301,2212618829824.0,36242.083820251995,0.032
United Kingdom,2007,Europe,0.559566,150.844,196.52,196.16,9.093,2267631583232.0,36850.57108541264,0.032
United Kingdom,2008,Europe,0.544932,139.219,202.655,188.8,8.785,2252034801664.0,36307.153346067615,0.033
United Kingdom,2009,Europe,0.494108,113.823,188.07,180.264,7.905,2151479246848.0,34420.2418963706,0.033
United Kingdom,2010,Europe,0.5119049999999999,118.03,201.927,179.848,8.125,2190919860224.0,34772.92686613016,0.033
United Kingdom,2011,Europe,0.469713,117.15,168.236,172.06,7.396,2223011266560.0,35002.93329644634,0.033
United Kingdom,2012,Europe,0.487477,148.005,158.24,170.288,7.622,2255210414080.0,35259.43156248951,0.034
United Kingdom,2013,Europe,0.477611,142.457,157.622,165.756,7.418,2296252465152.0,35661.97175963131,0.034
United Kingdom,2014,Europe,0.438807,115.434,144.492,166.511,6.765,2369725399040.0,36532.67568294806,0.034
United Kingdom,2015,Europe,0.422461,91.548,147.899,170.773,6.461,2426435796992.0,37111.61827488979,0.034
United Kingdom,2016,Europe,0.39943,47.825,165.742,173.93,6.062,2478973124608.0,37620.98582055894,0.034
United Kingdom,2017,Europe,0.387367,39.129,161.697,174.851,5.838,2539548573696.0,38272.45429895202,0.035
United Kingdom,2018,Europe,0.37973,33.28,161.485,173.087,5.689,2582848208896.0,38692.92166742646,0.035
United Kingdom,2019,Europe,0.364753,24.513,159.321,168.996,5.435,2624285048832.0,39103.67437806506,0.035
United Kingdom,2020,Europe,0.3262629999999999,22.809,149.42,143.981,4.844,2334803886080.0,34665.76700450441,0.035
United Kingdom,2021,Europe,0.34451,23.739,158.404,151.894,5.091,2512190177280.0,37124.79880909351,0.035
United Kingdom,2022,Europe,0.313835,19.666,134.872,149.52,4.603,2615230595072.0,38358.123648968896,0.035
United States,1992,North America,5.174228,1817.281,1080.4,2174.379,19.931,9552658432000.0,36796.75237115072,0.164
United States,1993,North America,5.272850999999999,1879.596,1109.23,2181.652,20.077,9814940844032.0,37371.28259503029,0.167
United States,1994,North America,5.364279000000001,1894.402,1137.428,2227.062,20.206,10211205054464.0,38463.93191128028,0.169
United States,1995,North America,5.425259,1913.401,1186.511,2217.904,20.228,10488856444928.0,39107.49387065069,0.172
United States,1996,North America,5.612983,1993.564,1206.587,2305.301,20.723,10886951469056.0,40193.91380821085,0.174
United States,1997,North America,5.688142,2038.751,1214.128,2326.338,20.8,11375561670656.0,41597.41208584636,0.177
United States,1998,North America,5.733281,2062.838,1191.097,2370.915,20.764,11881793191936.0,43031.37159269364,0.179
United States,1999,North America,5.8039179999999995,2063.366,1197.931,2433.46,20.819,12438444441600.0,44616.54298626641,0.182
United States,2000,North America,6.010136,2163.591,1251.388,2487.84,21.352,12947416940544.0,45996.96998383145,0.185
United States,2001,North America,5.9077399999999995,2099.728,1198.855,2502.249,20.781,13073809145856.0,45989.25780171185,0.187
United States,2002,North America,5.946308,2103.809,1237.821,2495.708,20.713,13307342749696.0,46353.42678430216,0.19
United States,2003,North America,6.010146,2144.086,1201.066,2557.332,20.731,13680911581184.0,47190.51315192165,0.192
United States,2004,North America,6.112655,2164.412,1204.871,2630.811,20.878,14198910222336.0,48495.82372062715,0.195
United States,2005,North America,6.132183,2188.337,1186.902,2642.556,20.737,14673826021376.0,49621.23464153094,0.198
United States,2006,North America,6.052686,2152.56,1173.252,2609.566,20.261,15065164021760.0,50430.66793197782,0.201
United States,2007,North America,6.130122999999999,2175.033,1247.321,2592.442,20.309,15333184241664.0,50798.33526736293,0.203
United States,2008,North America,5.915119,2135.89,1252.606,2414.717,19.396,15288553701376.0,50131.282612438285,0.206
United States,2009,North America,5.480726,1872.386,1231.696,2280.318,17.793,14864003104768.0,48256.076141319514,0.208
United States,2010,North America,5.679715,1982.954,1290.495,2300.574,18.259,15239587299328.0,48991.99770983855,0.211
United States,2011,North America,5.546116,1873.284,1310.707,2252.414,17.657,15477885632512.0,49276.139472383824,0.213
United States,2012,North America,5.344086,1658.491,1372.072,2196.025,16.852,15830887694336.0,49921.54367229176,0.216
United States,2013,North America,5.480157,1720.408,1410.482,2224.627,17.12,16122472562688.0,50365.2951723493,0.218
United States,2014,North America,5.528681,1710.594,1435.209,2247.931,17.111,16491318607872.0,51038.48263103095,0.221
United States,2015,North America,5.376473,1479.145,1476.136,2285.676,16.486,16937634496512.0,51935.78136208975,0.223
United States,2016,North America,5.2529319999999995,1347.943,1481.873,2299.961,15.958,17220065296384.0,52312.09546475264,0.225
United States,2017,North America,5.212162,1308.716,1460.656,2315.177,15.69,17606123716608.0,52997.82347604424,0.228
United States,2018,North America,5.377796999999999,1256.631,1619.275,2366.168,16.05,18124692783104.0,54094.43796367535,0.23
United States,2019,North America,5.262145,1071.666,1675.471,2360.999,15.578,18540551733248.0,54887.79419425677,0.232
United States,2020,North America,4.714627999999999,877.92,1656.255,2047.544,13.89,18027359764480.0,53109.721497583414,0.235
United States,2021,North America,5.032213,1004.759,1659.128,2238.883,14.794,19099377729536.0,56147.97983389305,0.237
United States,2022,North America,5.078871,942.357,1748.499,2258.467,14.871,19493170446336.0,57075.33688080012,0.239
